ENSG00000127720	0	0	11.02	5.42324	0	0	55.01	0	0	0	28.0267	0	0	0	0	0	0	0	0	26.01	0	2.01	0	0	0	0	0	3.01	59.01
ENSG00000051596	103.958	164.073	141.965	411.162	130.966	58.2424	171.648	437.085	376.655	129.611	235.148	332.699	205.364	268.397	99.7659	407.188	230.705	212.633	91.1087	172.584	232.451	127.231	448.545	305.747	530.658	327.848	239.521	300.913	514.015
ENSG00000135541	42.03	34.0223	0	162.04	0	0	0	4.01	0	0	125.023	39.0107	19.03	0	2.01	0	33.0627	0	17.02	23.02	68.05	33.02	97.0448	0	13.01	45.3589	2.01	6.03	0
ENSG00000143376	39.3289	97.4409	50.01	185.343	102.013	8.01	103.554	557.709	148.592	201.522	97.02	1.01	0	47.269	3.01	0	74.2747	49.01	0	94.5357	42.0507	35.0108	0	37.01	126.371	18.0102	72.0861	52.01	103.442
ENSG00000172172	258.155	198.01	67.01	277.048	203.053	115.041	186.055	367.084	318.049	253.079	269.01	454.156	149.054	197.04	130.01	549.318	262.073	353.108	102.01	103.01	207.135	153.04	220.055	435.18	422.104	391.102	235.101	311.02	258.019
ENSG00000132604	63.0277	1.01	33.1964	171.065	71.01	4.01	29.01	0	34.0699	73.0659	18.9597	5.01	45.2943	17.2278	43.2399	74.4166	2.01	20.01	31.0263	29.6946	2.01	11.01	3.01	26.0561	44.3454	64.01	2.01	43.0779	10.0104
ENSG00000111218	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131724	47.01	19.9759	0	141.01	68.01	21.01	0	23.01	187.02	1.01187	49.01	127.01	0	0	1.01	74.0721	0	0	15.01	18.01	0	43.01	0	31.402	0	0	33.02	58.01	1.10133
ENSG00000162676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
