ENSG00000236596	1284
ENSG00000134954	628
ENSG00000253278	351
ENSG00000187762	310
ENSG00000275866	385
ENSG00000250349	954
ENSG00000178586	996
ENSG00000153714	1753
ENSG00000197903	381
ENSG00000134748	1059
ENSG00000007264	544
ENSG00000110442	881
ENSG00000153317	708
ENSG00000238231	367
ENSG00000204475	585
ENSG00000168758	3371
ENSG00000100739	1085
ENSG00000130226	561
ENSG00000149716	696
ENSG00000171365	449
ENSG00000154274	828
ENSG00000115295	4293
ENSG00000198022	2126
ENSG00000112164	3105
ENSG00000228039	254
ENSG00000149300	882
ENSG00000186895	892
ENSG00000211921	23
ENSG00000230795	1046
ENSG00000227881	1239
ENSG00000276894	665
ENSG00000112195	3302
ENSG00000198026	4430
ENSG00000214872	1536
ENSG00000257643	345
ENSG00000213014	832
ENSG00000205333	2906
ENSG00000134765	4225
ENSG00000248394	816
ENSG00000273340	1157
ENSG00000104064	2726
ENSG00000249360	1064
ENSG00000213261	673
ENSG00000243188	924
ENSG00000168653	544
ENSG00000263107	160
ENSG00000262636	260
ENSG00000204776	348
ENSG00000215221	382
ENSG00000236062	660
ENSG00000234119	1546
ENSG00000132953	914
ENSG00000055130	2508
ENSG00000240386	357
ENSG00000183495	2588
ENSG00000257848	1044
ENSG00000147432	514
ENSG00000227187	415
ENSG00000186973	365
ENSG00000106853	461
ENSG00000259043	1915
ENSG00000023330	2212
ENSG00000251366	262
ENSG00000120675	924
ENSG00000281107	936
ENSG00000174628	685
ENSG00000112033	2041
ENSG00000067715	2718
ENSG00000154358	583
ENSG00000231322	1895
ENSG00000171443	1102
ENSG00000130119	2135
ENSG00000197256	1126
ENSG00000268967	245
ENSG00000268067	283
ENSG00000240376	629
ENSG00000248532	210
ENSG00000231649	4016
ENSG00000062822	563
ENSG00000104312	2584
ENSG00000134825	468
ENSG00000278030	347
ENSG00000187994	1810
ENSG00000254447	952
ENSG00000250722	566
ENSG00000248313	494
ENSG00000225896	329
ENSG00000266992	1412
ENSG00000232195	237
ENSG00000162892	1621
ENSG00000167642	3807
ENSG00000224776	852
ENSG00000129744	1312
ENSG00000162849	7287
ENSG00000269458	171
ENSG00000188324	945
ENSG00000265107	3181
ENSG00000250016	677
ENSG00000102886	1397
ENSG00000232664	869
ENSG00000109861	747
ENSG00000204439	2475
ENSG00000111775	572
ENSG00000136231	529
ENSG00000170989	763
ENSG00000148386	531
ENSG00000167748	866
ENSG00000128607	370
ENSG00000160957	324
ENSG00000237891	251
ENSG00000271240	268
ENSG00000249850	1292
ENSG00000183087	537
ENSG00000254749	817
ENSG00000267303	1850
ENSG00000123562	1824
ENSG00000214029	15455
ENSG00000120251	408
ENSG00000126698	1759
ENSG00000163347	432
ENSG00000140285	1089
ENSG00000260224	236
ENSG00000172139	4172
ENSG00000184792	419
ENSG00000255018	149
ENSG00000229814	333
ENSG00000080709	879
ENSG00000169814	2075
ENSG00000282978	492
ENSG00000283114	465
ENSG00000138613	672
ENSG00000230621	217
ENSG00000163466	1505
ENSG00000235316	1815
ENSG00000243927	990
ENSG00000148606	6640
ENSG00000106823	3253
ENSG00000228610	352
ENSG00000225448	217
ENSG00000203661	948
ENSG00000280006	381
ENSG00000226818	1850
ENSG00000008323	1424
ENSG00000166268	3139
ENSG00000105048	340
ENSG00000155393	3560
ENSG00000270506	484
ENSG00000147124	4297
ENSG00000185221	983
ENSG00000074211	4538
ENSG00000250826	1122
ENSG00000259013	238
ENSG00000115183	4168
ENSG00000120242	1039
ENSG00000179381	904
ENSG00000226878	441
ENSG00000213970	440
ENSG00000114251	661
ENSG00000233299	280
ENSG00000240791	294
ENSG00000024526	1613
ENSG00000221836	1013
ENSG00000278213	888
ENSG00000259229	214
ENSG00000187187	490
ENSG00000274944	609
ENSG00000153187	3704
ENSG00000261362	631
ENSG00000262480	661
ENSG00000176658	459
ENSG00000165507	613
ENSG00000214212	1223
ENSG00000277883	1785
ENSG00000132849	574
ENSG00000145794	2238
ENSG00000180211	420
ENSG00000227760	283
ENSG00000226112	183
ENSG00000243864	803
ENSG00000234896	477
ENSG00000213983	1098
ENSG00000211707	380
ENSG00000278705	438
ENSG00000124562	600
ENSG00000239212	853
ENSG00000162105	381
ENSG00000047346	468
ENSG00000176261	548
ENSG00000204959	4532
ENSG00000277737	1681
ENSG00000179636	732
ENSG00000237926	814
ENSG00000248120	259
ENSG00000131828	437
ENSG00000040487	1805
ENSG00000198618	498
ENSG00000136492	449
ENSG00000105656	529
ENSG00000204618	1970
ENSG00000113205	3355
ENSG00000249931	1386
ENSG00000235145	821
ENSG00000233155	321
ENSG00000234226	306
ENSG00000182162	4198
ENSG00000136936	1417
ENSG00000165168	4324
ENSG00000135914	2246
ENSG00000189325	3736
ENSG00000241562	736
ENSG00000118200	363
ENSG00000280571	602
ENSG00000232482	426
ENSG00000184669	997
ENSG00000259612	1380
ENSG00000258012	1195
ENSG00000226369	717
ENSG00000197421	268
ENSG00000100219	1850
ENSG00000206181	3050
ENSG00000111490	596
ENSG00000189195	1616
ENSG00000109943	1929
ENSG00000138449	3442
ENSG00000126062	2197
ENSG00000161996	522
ENSG00000238150	284
ENSG00000258130	569
ENSG00000214255	895
ENSG00000135913	1771
ENSG00000171311	536
ENSG00000237446	351
ENSG00000248659	474
ENSG00000214513	2749
ENSG00000145384	2478
ENSG00000147647	589
ENSG00000112282	1636
ENSG00000225043	482
ENSG00000267459	756
ENSG00000231261	265
ENSG00000127083	2449
ENSG00000177257	332
ENSG00000223418	1468
ENSG00000248791	1294
ENSG00000214428	865
ENSG00000099992	578
ENSG00000142025	1675
ENSG00000224411	2196
ENSG00000186335	3421
ENSG00000146049	1382
ENSG00000255583	2751
ENSG00000240163	312
ENSG00000186226	575
ENSG00000183733	722
ENSG00000224412	178
ENSG00000145283	724
ENSG00000261609	15244
ENSG00000234788	780
ENSG00000138032	2606
ENSG00000236171	487
ENSG00000248327	3529
ENSG00000102309	1321
ENSG00000234102	943
ENSG00000179151	379
ENSG00000276391	831
ENSG00000185390	296
ENSG00000188295	1718
ENSG00000236229	1541
ENSG00000228054	655
ENSG00000215182	17448
ENSG00000136573	1165
ENSG00000071189	454
ENSG00000275194	330
ENSG00000143452	1794
ENSG00000127074	1465
ENSG00000183396	662
ENSG00000229798	1281
ENSG00000196730	548
ENSG00000232155	93
ENSG00000233437	564
ENSG00000224497	318
ENSG00000176485	430
ENSG00000226929	1294
ENSG00000243822	377
ENSG00000184058	2084
ENSG00000147872	1972
ENSG00000215817	2436
ENSG00000159882	1794
ENSG00000206120	2327
ENSG00000180409	937
ENSG00000255439	499
ENSG00000232296	87
ENSG00000225053	933
ENSG00000231317	1948
ENSG00000224856	322
ENSG00000100364	556
ENSG00000186675	2249
ENSG00000277640	130
ENSG00000206159	623
ENSG00000108878	1266
ENSG00000226579	1122
ENSG00000242111	2871
ENSG00000237089	517
ENSG00000270852	1066
ENSG00000232815	715
ENSG00000254923	1192
ENSG00000186523	778
ENSG00000270904	355
ENSG00000230124	1670
ENSG00000092377	2312
ENSG00000228374	575
ENSG00000282948	315
ENSG00000148303	374
ENSG00000170054	1520
ENSG00000282218	930
ENSG00000185950	8138
ENSG00000214290	1088
ENSG00000188707	2933
ENSG00000241932	324
ENSG00000114019	4335
ENSG00000153574	1848
ENSG00000187054	1190
ENSG00000107099	428
ENSG00000254582	646
ENSG00000134539	446
ENSG00000162929	2640
ENSG00000075975	2848
ENSG00000260900	163
ENSG00000180921	5654
ENSG00000073712	555
ENSG00000152348	904
ENSG00000133816	452
ENSG00000152779	4617
ENSG00000198083	933
ENSG00000183011	553
ENSG00000258445	618
ENSG00000055732	2727
ENSG00000257539	1805
