index	gene	class	divergence_all_simple
1	ENSG00000081041	a_all	NA
2	ENSG00000081041	b_DE	NA
3	ENSG00000171855	a_all	1.85694410828028
4	ENSG00000171855	b_DE	1.85694410828028
5	ENSG00000115009	a_all	2.19004777567496
6	ENSG00000115009	b_DE	2.19004777567496
7	ENSG00000118503	a_all	0.0186956703759835
8	ENSG00000118503	b_DE	0.0186956703759835
9	ENSG00000100906	a_all	-0.346858342372396
10	ENSG00000100906	b_DE	-0.346858342372396
11	ENSG00000163734	a_all	NA
12	ENSG00000163734	b_DE	NA
13	ENSG00000136244	a_all	2.07848262644144
14	ENSG00000136244	b_DE	2.07848262644144
15	ENSG00000077150	a_all	-4.36998395870627
16	ENSG00000077150	b_DE	-4.36998395870627
17	ENSG00000144802	a_all	0.312633616064678
18	ENSG00000144802	b_DE	0.312633616064678
19	ENSG00000104856	a_all	-2.0538272348623
20	ENSG00000104856	b_DE	-2.0538272348623
21	ENSG00000100918	a_all	1.46898774937696
22	ENSG00000100918	b_DE	1.46898774937696
23	ENSG00000271503	a_all	1.06792722425342
24	ENSG00000271503	b_DE	1.06792722425342
25	ENSG00000056558	a_all	0.115752932673943
26	ENSG00000056558	b_DE	0.115752932673943
27	ENSG00000130589	a_all	1.95839905479151
28	ENSG00000130589	b_DE	1.95839905479151
29	ENSG00000125347	a_all	-0.0708023987166737
30	ENSG00000125347	b_DE	-0.0708023987166737
31	ENSG00000178860	a_all	1.33050278684604
32	ENSG00000178860	b_DE	1.33050278684604
33	ENSG00000229677	a_all	NA
34	ENSG00000229677	b_DE	NA
35	ENSG00000163739	a_all	NA
36	ENSG00000163739	b_DE	NA
37	ENSG00000154451	a_all	NA
38	ENSG00000154451	b_DE	NA
39	ENSG00000182393	a_all	NA
40	ENSG00000182393	b_DE	NA
41	ENSG00000225349	a_all	NA
42	ENSG00000225349	b_DE	NA
43	ENSG00000163660	a_all	-1.39549048768234
44	ENSG00000163660	b_DE	-1.39549048768234
45	ENSG00000134070	a_all	1.75177003079369
46	ENSG00000134070	b_DE	1.75177003079369
47	ENSG00000221978	a_all	0.135072949124339
48	ENSG00000221978	b_DE	0.135072949124339
49	ENSG00000108691	a_all	2.82567684855171
50	ENSG00000108691	b_DE	2.82567684855171
51	ENSG00000185507	a_all	0.406892317442655
52	ENSG00000185507	b_DE	0.406892317442655
53	ENSG00000128342	a_all	1.55960133256779
54	ENSG00000128342	b_DE	1.55960133256779
55	ENSG00000243649	a_all	NA
56	ENSG00000243649	b_DE	NA
57	ENSG00000232810	a_all	NA
58	ENSG00000232810	b_DE	NA
59	ENSG00000100739	a_all	-1.31439726868684
60	ENSG00000100739	b_DE	-1.31439726868684
61	ENSG00000115008	a_all	2.58454926985165
62	ENSG00000115008	b_DE	2.58454926985165
63	ENSG00000169245	a_all	0.32718009478558
64	ENSG00000169245	b_DE	0.32718009478558
65	ENSG00000171223	a_all	-0.102899938364184
66	ENSG00000171223	b_DE	-0.102899938364184
67	ENSG00000090339	a_all	1.04218904229389
68	ENSG00000090339	b_DE	1.04218904229389
69	ENSG00000174501	a_all	NA
70	ENSG00000174501	b_DE	NA
71	ENSG00000167615	a_all	-0.359306018481216
72	ENSG00000167615	b_DE	-0.359306018481216
73	ENSG00000126709	a_all	NA
74	ENSG00000126709	b_DE	NA
75	ENSG00000276550	a_all	NA
76	ENSG00000276550	b_DE	NA
77	ENSG00000105327	a_all	NA
78	ENSG00000105327	b_DE	NA
79	ENSG00000185338	a_all	1.4043528965847
80	ENSG00000185338	b_DE	1.4043528965847
81	ENSG00000023445	a_all	2.22244551145907
82	ENSG00000023445	b_DE	2.22244551145907
83	ENSG00000125538	a_all	3.15039470830955
84	ENSG00000125538	b_DE	3.15039470830955
85	ENSG00000163874	a_all	0.559341222348212
86	ENSG00000163874	b_DE	0.559341222348212
87	ENSG00000198888	a_all	0.47324824046477
88	ENSG00000198888	b_DE	0.47324824046477
89	ENSG00000198786	a_all	NA
90	ENSG00000198786	b_DE	NA
91	ENSG00000156218	a_all	1.13230231644372
92	ENSG00000156218	b_DE	1.13230231644372
93	ENSG00000013441	a_all	-1.05930587774123
94	ENSG00000013441	b_DE	-1.05930587774123
95	ENSG00000168010	a_all	-0.188781103639717
96	ENSG00000168010	b_DE	-0.188781103639717
97	ENSG00000228253	a_all	0.779422607394608
98	ENSG00000228253	b_DE	0.779422607394608
99	ENSG00000248527	a_all	NA
100	ENSG00000248527	b_DE	NA
101	ENSG00000198695	a_all	0.617922207743755
102	ENSG00000198695	b_DE	0.617922207743755
103	ENSG00000160888	a_all	NA
104	ENSG00000160888	b_DE	NA
105	ENSG00000112149	a_all	2.67064153455557
106	ENSG00000112149	b_DE	2.67064153455557
107	ENSG00000132530	a_all	-0.0353402661794125
108	ENSG00000132530	b_DE	-0.0353402661794125
109	ENSG00000111816	a_all	0.304084825720358
110	ENSG00000111816	b_DE	0.304084825720358
111	ENSG00000137331	a_all	1.48760534423896
112	ENSG00000137331	b_DE	1.48760534423896
113	ENSG00000135976	a_all	NA
114	ENSG00000135976	b_DE	NA
115	ENSG00000168675	a_all	1.5132433046326
116	ENSG00000168675	b_DE	1.5132433046326
117	ENSG00000169871	a_all	NA
118	ENSG00000169871	b_DE	NA
119	ENSG00000146232	a_all	1.56433679224787
120	ENSG00000146232	b_DE	1.56433679224787
121	ENSG00000117616	a_all	0.154744501764952
122	ENSG00000117616	b_DE	0.154744501764952
123	ENSG00000163545	a_all	2.11395600162876
124	ENSG00000163545	b_DE	2.11395600162876
125	ENSG00000222009	a_all	NA
126	ENSG00000222009	b_DE	NA
127	ENSG00000069399	a_all	1.07290247533595
128	ENSG00000069399	b_DE	1.07290247533595
129	ENSG00000128016	a_all	NA
130	ENSG00000128016	b_DE	NA
131	ENSG00000198763	a_all	0.68172893409034
132	ENSG00000198763	b_DE	0.68172893409034
133	ENSG00000271383	a_all	NA
134	ENSG00000271383	b_DE	NA
135	ENSG00000101104	a_all	0.389574357459527
136	ENSG00000101104	b_DE	0.389574357459527
137	ENSG00000173209	a_all	0.816384330197206
138	ENSG00000173209	b_DE	0.816384330197206
139	ENSG00000227671	a_all	NA
140	ENSG00000227671	b_DE	NA
141	ENSG00000145779	a_all	0.585257373774908
142	ENSG00000145779	b_DE	0.585257373774908
143	ENSG00000198899	a_all	0.742543043205363
144	ENSG00000198899	b_DE	0.742543043205363
145	ENSG00000105939	a_all	-0.16535466328065
146	ENSG00000105939	b_DE	-0.16535466328065
147	ENSG00000132680	a_all	-1.36696654994105
148	ENSG00000132680	b_DE	-1.36696654994105
149	ENSG00000105371	a_all	2.39221319830496
150	ENSG00000105371	b_DE	2.39221319830496
151	ENSG00000125730	a_all	NA
152	ENSG00000125730	b_DE	NA
153	ENSG00000215252	a_all	NA
154	ENSG00000215252	b_DE	NA
155	ENSG00000092529	a_all	2.15677955528777
156	ENSG00000092529	b_DE	2.15677955528777
157	ENSG00000185885	a_all	NA
158	ENSG00000185885	b_DE	NA
159	ENSG00000204681	a_all	0.625445785650824
160	ENSG00000204681	b_DE	0.625445785650824
161	ENSG00000212907	a_all	NA
162	ENSG00000212907	b_DE	NA
163	ENSG00000172432	a_all	-1.39990963732182
164	ENSG00000172432	b_DE	-1.39990963732182
165	ENSG00000249755	a_all	NA
166	ENSG00000249755	b_DE	NA
167	ENSG00000050344	a_all	0.421814635676686
168	ENSG00000050344	b_DE	0.421814635676686
169	ENSG00000184557	a_all	0.205684727796299
170	ENSG00000184557	b_DE	0.205684727796299
171	ENSG00000206344	a_all	NA
172	ENSG00000206344	b_DE	NA
173	ENSG00000214021	a_all	NA
174	ENSG00000214021	b_DE	NA
175	ENSG00000147689	a_all	2.34519843586652
176	ENSG00000147689	b_DE	2.34519843586652
