ENSRNOG00000007141	1991
ENSRNOG00000004901	2139
ENSRNOG00000015619	1989
ENSRNOG00000048310	621
ENSRNOG00000051224	297
ENSRNOG00000020643	1441
ENSRNOG00000024056	2565
ENSRNOG00000045672	930
ENSRNOG00000032426	1693
ENSRNOG00000042680	507
ENSRNOG00000046411	936
ENSRNOG00000003085	1293
ENSRNOG00000051728	493
ENSRNOG00000029644	1430
ENSRNOG00000061715	534
ENSRNOG00000013387	2879
ENSRNOG00000055547	765
ENSRNOG00000003191	2701
ENSRNOG00000039216	1560
ENSRNOG00000007607	2484
ENSRNOG00000008159	1625
ENSRNOG00000026787	6547
ENSRNOG00000002302	3708
ENSRNOG00000050329	465
ENSRNOG00000046734	2310
ENSRNOG00000046535	2428
ENSRNOG00000022894	1509
ENSRNOG00000004518	2198
ENSRNOG00000047992	483
ENSRNOG00000039183	2730
ENSRNOG00000008518	1349
ENSRNOG00000002834	1083
ENSRNOG00000002936	803
ENSRNOG00000032419	1806
ENSRNOG00000001773	1808
ENSRNOG00000006584	939
ENSRNOG00000018505	546
ENSRNOG00000002501	3170
ENSRNOG00000022225	1286
ENSRNOG00000003078	3019
ENSRNOG00000030389	903
ENSRNOG00000042492	2100
ENSRNOG00000048753	483
ENSRNOG00000033916	343
ENSRNOG00000004807	2177
ENSRNOG00000000787	920
ENSRNOG00000058460	474
ENSRNOG00000032241	2793
ENSRNOG00000010688	1373
ENSRNOG00000010007	2205
ENSRNOG00000017233	1916
ENSRNOG00000031661	2748
ENSRNOG00000020676	745
ENSRNOG00000023861	2757
ENSRNOG00000042889	1314
ENSRNOG00000048418	795
ENSRNOG00000019170	705
ENSRNOG00000005233	915
ENSRNOG00000008036	4806
ENSRNOG00000024349	2643
ENSRNOG00000027136	3896
ENSRNOG00000015125	1213
ENSRNOG00000020687	2349
ENSRNOG00000010330	2394
ENSRNOG00000027288	1606
ENSRNOG00000016346	2717
ENSRNOG00000018393	529
ENSRNOG00000017780	1101
ENSRNOG00000002919	2688
ENSRNOG00000031144	438
ENSRNOG00000050318	4708
ENSRNOG00000019075	2674
ENSRNOG00000020513	2086
ENSRNOG00000013395	851
ENSRNOG00000007131	3545
ENSRNOG00000016886	1448
ENSRNOG00000014683	4324
ENSRNOG00000030225	2390
ENSRNOG00000039234	2200
ENSRNOG00000008053	3789
ENSRNOG00000046655	270
ENSRNOG00000007014	3416
ENSRNOG00000002200	864
ENSRNOG00000023400	4919
ENSRNOG00000002393	4801
ENSRNOG00000004152	4040
ENSRNOG00000006733	3509
ENSRNOG00000001003	1202
ENSRNOG00000054103	894
ENSRNOG00000048187	1521
ENSRNOG00000018250	802
ENSRNOG00000031591	435
ENSRNOG00000038087	465
ENSRNOG00000015331	1917
ENSRNOG00000006889	1237
ENSRNOG00000018491	1510
ENSRNOG00000002462	829
ENSRNOG00000058318	936
ENSRNOG00000038174	1242
ENSRNOG00000021024	3155
ENSRNOG00000049059	531
ENSRNOG00000009096	1451
ENSRNOG00000052193	216
ENSRNOG00000016388	5423
ENSRNOG00000020384	5030
ENSRNOG00000034071	1036
ENSRNOG00000023816	2037
ENSRNOG00000060464	7371
ENSRNOG00000048353	932
ENSRNOG00000039336	321
ENSRNOG00000009593	1558
ENSRNOG00000003840	6710
ENSRNOG00000060404	249
ENSRNOG00000060802	282
ENSRNOG00000025408	3553
ENSRNOG00000011243	1844
ENSRNOG00000061050	2838
ENSRNOG00000005615	1241
ENSRNOG00000049495	2093
ENSRNOG00000010480	1849
ENSRNOG00000061770	258
ENSRNOG00000016462	1620
ENSRNOG00000049569	579
ENSRNOG00000010708	3355
ENSRNOG00000012810	771
ENSRNOG00000002535	2215
ENSRNOG00000010967	1609
ENSRNOG00000013773	3240
ENSRNOG00000060479	2145
ENSRNOG00000023459	1408
ENSRNOG00000053559	948
ENSRNOG00000024085	1891
ENSRNOG00000038119	258
ENSRNOG00000006700	1409
ENSRNOG00000018685	847
ENSRNOG00000061863	745
ENSRNOG00000053404	729
ENSRNOG00000047724	2079
ENSRNOG00000012228	1628
ENSRNOG00000039405	1100
